fk_cuso,fk_dren,consor_nome,AGGREGATO,consor_area,inter_perma_area
"2","3",CONSORZIO IRRIGUO MACRA MORTA-PEROSA JUSINA,"16",295.76,0.320
"3","1",CONSORZIO IRRIGUO DERIVAZIONE PERTUSATA A CHERASCO,"23",762.04,119.084
"1","3",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,15.888
"1","3",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,233.649
"2","4",C.I.  SS. VALUNGA,"30",91.36,25.065
"2","4",REVELLO,"14",4124.83,29.738
"5","1",CONSORZIO IRRIGUO DEL COMUNE DI SANTA VITTORIA D'ALBA,"29",83.44,27.683
"6","3",CONSORZIO IRRIGUO CARASSONA,"26",541.21,2.146
"3","2",CONSORZIO IRRIGUO CARASSONA,"26",541.21,0.005
"6","3",PASCOMONTI,"26",248.57,7.746
"3","3",CONSORZIO IRRIGUO MUSSOTTO VACCHERIA LAVANDARO,"29",2547.91,1.311
"6","3",CONSORZIO BEALERA DEL MULINO LESEGNO,"28",19.25,0.448
"4","3",PASCOMONTI,"26",248.57,10.385
"3","4",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,117.613
"3","1",CONSORZIO IRRIGUO PIANMEZZANO  - MEZZANO  - CALCINERE E CANTONATA,"26",83.87,41.353
"3","1",CONSORZIO IRRIGUO PRELLA,"26",42.74,12.726
"3","1",CONSORZIO IRRIGUO BEALERE INTERNE (LEQUIO TANARO),"24",548.23,27.251
"3","1",CONSORZIO BEALERA DEL MULINO LESEGNO,"28",19.25,14.587
"3","1",CONSORZIO IRRIGUO DI MONCHIERO,"29",71.99,52.689
"3","1",PASCOMONTI,"26",248.57,0.047
"3","1",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,11.150
"3","1",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,54.200
"3","1",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,129.728
"3","1",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,45.276
"3","1",CONSORZIO IRRIGUO PRATI NUOVI E TANARO SOTTANO,"28",39.28,34.822
"3","1",MORIGLIONE NOVELLO,"29",73.57,30.664
"3","1",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,100.412
"3","1",CONSORZIO DEL MOLINO DI NARZOLE,"0",40.13,28.017
"2","4",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,106.545
"6","3",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,39.005
"6","3",CONSORZIO IRRIGUO PRATI NUOVI E TANARO SOTTANO,"28",39.28,1.266
"1","3",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,0.064
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
"4","3",PASCOMONTI,"26",248.57,0.289
